Comparação com Heap / Comparação sem heap / Tamanho
3 52 260
0 225 261
0 258 262
0 180 263
3 30 264
1 55 265
0 189 266
0 131 267
4 20 268
0 163 269
0 127 270
0 256 271
1 191 272
0 220 273
2 102 274
0 247 275
1 147 276
0 168 277
0 110 278
0 89 279
2 58 280
1 68 281
0 272 282
1 120 283
1 160 284
1 110 285
0 232 286
3 46 287
0 243 288
7 0 289
1 113 290
0 258 291
1 245 292
3 59 293
1 155 294
2 70 295
1 181 296
3 58 297
1 132 298
1 120 299
3 41 300
2 48 301
1 78 302
4 18 303
0 246 304
1 160 305
2 109 306
0 192 307
1 151 308
4 36 309
1 106 310
3 81 311
0 262 312
0 311 313
2 117 314
0 239 315
1 266 316
1 236 317
0 257 318
0 175 319
0 311 320
2 135 321
1 218 322
2 117 323
1 150 324
0 242 325
3 35 326
1 88 327
3 44 328
0 253 329
6 4 330
1 52 331
2 137 332
2 115 333
1 208 334
0 250 335
0 314 336
0 328 337
1 226 338
4 15 339
1 182 340
0 261 341
0 278 342
0 212 343
2 55 344
0 315 345
0 254 346
5 6 347
1 68 348
1 66 349
1 54 350
5 6 351
1 214 352
0 344 353
2 136 354
6 1 355
2 127 356
0 260 357
1 144 358
0 234 359
0 343 360
1 216 361
1 227 362
2 98 363
3 58 364
0 310 365
0 363 366
5 2 367
0 276 368
2 102 369
3 66 370
0 291 371
0 357 372
2 128 373
1 139 374
3 62 375
0 347 376
3 117 377
3 47 378
4 14 379
2 181 380
0 246 381
1 217 382
0 366 383
2 147 384
3 21 385
6 8 386
1 25 387
1 308 388
0 357 389
2 154 390
0 161 391
1 280 392
1 202 393
0 291 394
1 152 395
1 110 396
7 3 397
0 287 398
0 197 399
0 380 400
2 119 401
4 32 402
0 156 403
0 337 404
2 136 405
1 166 406
0 286 407
1 337 408
2 118 409
0 329 410
2 107 411
1 315 412
1 294 413
1 186 414
0 227 415
0 383 416
3 37 417
1 171 418
2 68 419
1 275 420
2 128 421
1 301 422
2 90 423
3 38 424
4 22 425
0 388 426
1 113 427
0 330 428
1 248 429
1 349 430
2 179 431
1 306 432
2 118 433
1 228 434
0 330 435
0 317 436
2 117 437
5 15 438
0 216 439
1 294 440
3 124 441
3 77 442
0 438 443
0 403 444
3 58 445
1 80 446
0 218 447
1 353 448
2 84 449
0 299 450
0 347 451
3 68 452
0 418 453
0 387 454
1 371 455
1 323 456
1 206 457
1 389 458
2 108 459
2 44 460
0 313 461
0 444 462
0 150 463
1 403 464
1 392 465
1 275 466
2 60 467
1 316 468
2 81 469
0 444 470
0 379 471
0 389 472
0 402 473
1 208 474
1 181 475
1 209 476
0 294 477
2 145 478
0 380 479
2 305 480
0 384 481
1 465 482
0 472 483
3 64 484
3 58 485
2 63 486
0 329 487
2 256 488
0 332 489
2 80 490
1 215 491
0 430 492
0 442 493
0 374 494
1 168 495
0 459 496
3 173 497
1 414 498
2 211 499
0 465 500
